hour_beginning,location,Pedestrians,Towards Manhattan,Towards Brooklyn,weather_summary,temperature,precipitation,lat,long,events,Location1
04/15/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,rain,59,0.6804,40.7081639691088,-73.9995087014816,Tax Day,"(40.7081639691088, -73.9995087014816)"
08/08/2019 06:00:00 PM,Brooklyn Bridge,2389,1365,1024,partly-cloudy-day,84,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/10/2019 06:00:00 PM,Brooklyn Bridge,1659,956,703,partly-cloudy-day,74,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/13/2019 10:00:00 PM,Brooklyn Bridge,77,68,9,clear-night,81,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/31/2019 05:00:00 PM,Brooklyn Bridge,2114,1022,1092,partly-cloudy-day,80,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/25/2019 10:00:00 AM,Brooklyn Bridge,637,363,274,partly-cloudy-day,37,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/12/2019 08:00:00 PM,Brooklyn Bridge,17,0,17,cloudy,61,0.0162,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/19/2019 12:00:00 PM,Brooklyn Bridge,1435,681,754,clear-day,44,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/22/2019 04:00:00 PM,Brooklyn Bridge,1386,636,750,clear-day,44,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/30/2019 02:00:00 PM,Brooklyn Bridge,2094,971,1123,partly-cloudy-day,83,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/22/2019 02:00:00 PM,Brooklyn Bridge,2413,1083,1330,clear-day,85,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/03/2019 09:00:00 AM,Brooklyn Bridge,560,258,302,clear-day,47,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/28/2019 12:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,53,0,40.7081639691088,-73.9995087014816,Thanksgiving Day,"(40.7081639691088, -73.9995087014816)"
11/20/2019 06:00:00 PM,Brooklyn Bridge,63,0,63,partly-cloudy-night,43,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/25/2019 11:00:00 AM,Brooklyn Bridge,1020,569,451,partly-cloudy-day,37,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/25/2019 03:00:00 AM,Brooklyn Bridge,2,1,1,partly-cloudy-night,41,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/31/2019 12:00:00 PM,Brooklyn Bridge,2490,1083,1407,clear-day,76,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/12/2019 04:00:00 AM,Brooklyn Bridge,2,1,1,rain,53,0.058,40.7081639691088,-73.9995087014816,Mother's Day,"(40.7081639691088, -73.9995087014816)"
06/02/2019 05:00:00 AM,Brooklyn Bridge,80,41,39,partly-cloudy-night,66,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/26/2019 07:00:00 PM,Brooklyn Bridge,68,57,11,cloudy,32,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/04/2019 10:00:00 PM,Brooklyn Bridge,7,0,7,clear-night,41,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/04/2019 11:00:00 PM,Brooklyn Bridge,4,0,4,partly-cloudy-night,31,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/11/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,44,0,40.7081639691088,-73.9995087014816,Veterans Day,"(40.7081639691088, -73.9995087014816)"
04/05/2019 06:00:00 PM,Brooklyn Bridge,258,148,110,rain,38,0.0184,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/15/2019 07:00:00 PM,Brooklyn Bridge,66,64,2,clear-night,45,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/29/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/08/2019 05:00:00 AM,Brooklyn Bridge,1,0,1,cloudy,41,0.0021,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/30/2019 06:00:00 AM,Brooklyn Bridge,13,5,8,clear-night,21,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/01/2019 07:00:00 AM,Brooklyn Bridge,66,35,31,clear-night,10,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/26/2019 05:00:00 AM,Brooklyn Bridge,80,60,20,cloudy,62,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/19/2019 02:00:00 AM,Brooklyn Bridge,1,1,0,cloudy,71,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/03/2019 10:00:00 AM,Brooklyn Bridge,811,443,368,clear-day,39,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/25/2019 04:00:00 AM,Brooklyn Bridge,1,1,0,clear-night,38,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/06/2019 05:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,41,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/15/2019 08:00:00 AM,Brooklyn Bridge,195,64,131,clear-day,24,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/09/2019 05:00:00 AM,Brooklyn Bridge,3,0,3,rain,41,0.0026,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/07/2019 08:00:00 AM,Brooklyn Bridge,606,201,405,partly-cloudy-day,71,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/18/2019 08:00:00 AM,Brooklyn Bridge,465,215,250,partly-cloudy-day,51,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/22/2019 06:00:00 PM,Brooklyn Bridge,535,273,262,rain,59,0.0332,40.7081639691088,-73.9995087014816,Easter Monday,"(40.7081639691088, -73.9995087014816)"
05/11/2019 05:00:00 AM,Brooklyn Bridge,22,15,7,cloudy,60,0.0009,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/22/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,29,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/18/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,33,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/03/2019 02:00:00 PM,Brooklyn Bridge,2637,1184,1453,partly-cloudy-day,83,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/06/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,58,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/22/2019 02:00:00 AM,Brooklyn Bridge,1,0,1,clear-night,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/28/2019 02:00:00 PM,Brooklyn Bridge,1130,484,646,cloudy,64,0.0019,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/21/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,62,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/27/2019 01:00:00 PM,Brooklyn Bridge,3267,1790,1477,partly-cloudy-day,52,0.0016,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/24/2019 05:00:00 PM,Brooklyn Bridge,733,319,414,cloudy,45,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/23/2019 07:00:00 AM,Brooklyn Bridge,118,51,67,clear-day,32,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/28/2019 03:00:00 AM,Brooklyn Bridge,1,0,1,clear-night,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/01/2019 05:00:00 AM,Brooklyn Bridge,84,56,28,clear-night,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/03/2019 04:00:00 AM,Brooklyn Bridge,5,4,1,cloudy,31,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/02/2019 06:00:00 PM,Brooklyn Bridge,1836,990,846,partly-cloudy-day,82,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/23/2019 02:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/24/2019 06:00:00 PM,Brooklyn Bridge,28,26,2,partly-cloudy-night,42,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/02/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,36,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/04/2019 12:00:00 AM,Brooklyn Bridge,11,7,4,rain,71,0.1335,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/07/2019 05:00:00 PM,Brooklyn Bridge,971,512,459,partly-cloudy-day,31,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/02/2019 03:00:00 PM,Brooklyn Bridge,1765,962,803,cloudy,39,0.0105,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/17/2019 04:00:00 PM,Brooklyn Bridge,2007,996,1011,partly-cloudy-day,76,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/07/2019 05:00:00 PM,Brooklyn Bridge,1903,896,1007,partly-cloudy-day,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/08/2019 11:00:00 PM,Brooklyn Bridge,0,0,0,cloudy,37,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/06/2019 05:00:00 AM,Brooklyn Bridge,50,34,16,cloudy,71,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/12/2019 05:00:00 PM,Brooklyn Bridge,1321,667,654,cloudy,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/04/2019 10:00:00 PM,Brooklyn Bridge,59,54,5,partly-cloudy-night,76,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/10/2019 05:00:00 AM,Brooklyn Bridge,65,25,40,partly-cloudy-night,61,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/17/2019 06:00:00 PM,Brooklyn Bridge,2474,1111,1363,clear-day,56,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/06/2019 09:00:00 AM,Brooklyn Bridge,634,314,320,partly-cloudy-day,38,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/17/2019 03:00:00 PM,Brooklyn Bridge,1855,817,1038,cloudy,74,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/24/2019 12:00:00 AM,Brooklyn Bridge,4,2,2,clear-night,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/09/2019 05:00:00 PM,Brooklyn Bridge,1391,669,722,cloudy,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/14/2019 04:00:00 PM,Brooklyn Bridge,2592,1078,1514,cloudy,63,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/15/2019 09:00:00 PM,Brooklyn Bridge,53,52,1,clear-night,39,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/18/2019 08:00:00 AM,Brooklyn Bridge,276,105,171,clear-day,33,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/01/2019 05:00:00 PM,Brooklyn Bridge,1381,641,740,cloudy,52,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/08/2019 10:00:00 PM,Brooklyn Bridge,0,0,0,clear-night,33,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/15/2019 09:00:00 PM,Brooklyn Bridge,31,15,16,clear-night,30,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/19/2019 03:00:00 PM,Brooklyn Bridge,1125,1125,0,clear-day,35,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/05/2019 02:00:00 PM,Brooklyn Bridge,3177,1381,1796,clear-day,59,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/06/2019 12:00:00 AM,Brooklyn Bridge,21,20,1,partly-cloudy-night,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/08/2019 06:00:00 AM,Brooklyn Bridge,174,121,53,clear-night,62,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/26/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,63,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/07/2019 01:00:00 PM,Brooklyn Bridge,3189,1408,1781,partly-cloudy-day,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/21/2019 08:00:00 PM,Brooklyn Bridge,84,71,13,clear-night,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/27/2019 12:00:00 AM,Brooklyn Bridge,3,1,2,clear-night,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/29/2019 03:00:00 PM,Brooklyn Bridge,2665,1163,1502,clear-day,80,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/25/2019 12:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/19/2019 04:00:00 PM,Brooklyn Bridge,3138,1421,1717,clear-day,60,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/09/2019 09:00:00 AM,Brooklyn Bridge,839,517,322,clear-day,74,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/26/2019 06:00:00 PM,Brooklyn Bridge,2063,1097,966,partly-cloudy-day,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/10/2019 08:00:00 AM,Brooklyn Bridge,380,106,274,partly-cloudy-day,75,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/20/2019 05:00:00 PM,Brooklyn Bridge,1852,974,878,partly-cloudy-day,86,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/27/2019 04:00:00 PM,Brooklyn Bridge,2738,1152,1586,partly-cloudy-day,82,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/01/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,29,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/08/2019 11:00:00 AM,Brooklyn Bridge,2252,1350,902,clear-day,78,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/13/2019 06:00:00 PM,Brooklyn Bridge,2784,1131,1653,partly-cloudy-day,71,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/01/2019 08:00:00 PM,Brooklyn Bridge,900,309,591,partly-cloudy-day,81,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/30/2019 02:00:00 PM,Brooklyn Bridge,3322,1499,1823,clear-day,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/09/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,42,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/10/2019 09:00:00 AM,Brooklyn Bridge,613,312,301,cloudy,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/18/2019 02:00:00 PM,Brooklyn Bridge,1469,655,814,rain,78,0.036,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/02/2019 10:00:00 PM,Brooklyn Bridge,11,2,9,cloudy,38,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/04/2019 12:00:00 PM,Brooklyn Bridge,2142,1109,1033,partly-cloudy-day,86,0,40.7081639691088,-73.9995087014816,Independence Day,"(40.7081639691088, -73.9995087014816)"
11/19/2019 02:00:00 PM,Brooklyn Bridge,1486,634,852,cloudy,47,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/14/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,34,0,40.7081639691088,-73.9995087014816,Valentine's Day,"(40.7081639691088, -73.9995087014816)"
02/17/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,28,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/16/2019 04:00:00 PM,Brooklyn Bridge,1885,864,1021,cloudy,75,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/07/2019 07:00:00 PM,Brooklyn Bridge,1317,678,639,clear-day,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/10/2019 03:00:00 PM,Brooklyn Bridge,173,115,58,rain,66,0.0965,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/14/2019 09:00:00 AM,Brooklyn Bridge,803,441,362,cloudy,60,0,40.7081639691088,-73.9995087014816,Columbus Day (regional holiday),"(40.7081639691088, -73.9995087014816)"
09/01/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,64,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/09/2019 01:00:00 PM,Brooklyn Bridge,1544,732,812,clear-day,30,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/04/2019 07:00:00 PM,Brooklyn Bridge,79,53,26,clear-night,56,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/25/2019 09:00:00 AM,Brooklyn Bridge,932,486,446,clear-day,54,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/18/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,52,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/04/2019 05:00:00 PM,Brooklyn Bridge,1812,934,878,clear-day,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/31/2019 04:00:00 PM,Brooklyn Bridge,3146,1555,1591,clear-day,44,0.0012,40.7081639691088,-73.9995087014816,New Year's Eve,"(40.7081639691088, -73.9995087014816)"
04/09/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,48,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/16/2019 08:00:00 AM,Brooklyn Bridge,286,119,167,clear-day,34,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/23/2019 02:00:00 PM,Brooklyn Bridge,786,368,418,cloudy,40,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/20/2019 04:00:00 AM,Brooklyn Bridge,3,1,2,rain,36,0.0983,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/08/2019 11:00:00 PM,Brooklyn Bridge,8,4,4,partly-cloudy-night,70,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/16/2019 01:00:00 PM,Brooklyn Bridge,2403,1097,1306,partly-cloudy-day,77,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/26/2019 07:00:00 PM,Brooklyn Bridge,1397,811,586,partly-cloudy-day,85,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/07/2019 01:00:00 PM,Brooklyn Bridge,1126,478,648,clear-day,30,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/31/2019 11:00:00 AM,Brooklyn Bridge,3050,1564,1486,cloudy,40,0,40.7081639691088,-73.9995087014816,New Year's Eve,"(40.7081639691088, -73.9995087014816)"
10/20/2019 03:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,48,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/13/2019 10:00:00 AM,Brooklyn Bridge,1370,732,638,partly-cloudy-day,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/23/2019 03:00:00 PM,Brooklyn Bridge,3356,1509,1847,partly-cloudy-day,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/10/2019 11:00:00 PM,Brooklyn Bridge,2,1,1,partly-cloudy-night,70,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/11/2019 12:00:00 AM,Brooklyn Bridge,4,0,4,rain,40,0.0105,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/06/2019 11:00:00 PM,Brooklyn Bridge,13,8,5,partly-cloudy-night,74,0.0028,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/23/2019 10:00:00 AM,Brooklyn Bridge,1447,764,683,clear-day,38,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/28/2019 08:00:00 AM,Brooklyn Bridge,371,155,216,cloudy,69,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/06/2019 09:00:00 AM,Brooklyn Bridge,307,163,144,clear-day,22,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/11/2019 08:00:00 PM,Brooklyn Bridge,26,18,8,cloudy,47,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/30/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,32,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/22/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,rain,44,0.0803,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/04/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,35,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/23/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,58,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/26/2019 04:00:00 AM,Brooklyn Bridge,1,0,1,clear-night,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/24/2019 01:00:00 PM,Brooklyn Bridge,461,246,215,rain,42,0.0107,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/08/2019 10:00:00 AM,Brooklyn Bridge,1436,859,577,partly-cloudy-day,68,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/07/2019 02:00:00 PM,Brooklyn Bridge,963,413,550,cloudy,43,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/05/2019 08:00:00 AM,Brooklyn Bridge,310,116,194,partly-cloudy-day,38,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/18/2019 12:00:00 AM,Brooklyn Bridge,7,3,4,clear-night,62,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/20/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,41,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/24/2019 07:00:00 AM,Brooklyn Bridge,24,11,13,rain,53,0.0792,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/10/2019 01:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/10/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,56,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/17/2019 12:00:00 AM,Brooklyn Bridge,12,0,12,cloudy,39,0,40.7081639691088,-73.9995087014816,St. Patrick's Day,"(40.7081639691088, -73.9995087014816)"
12/11/2019 09:00:00 PM,Brooklyn Bridge,3,0,3,clear-night,34,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/11/2019 10:00:00 AM,Brooklyn Bridge,1576,925,651,clear-day,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/02/2019 01:00:00 PM,Brooklyn Bridge,390,191,199,snow,33,0.0235,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/18/2019 01:00:00 PM,Brooklyn Bridge,1835,793,1042,partly-cloudy-day,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/24/2019 01:00:00 AM,Brooklyn Bridge,1,0,1,cloudy,65,0.0206,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/21/2019 03:00:00 PM,Brooklyn Bridge,2260,974,1286,partly-cloudy-day,73,0.002,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/27/2019 01:00:00 PM,Brooklyn Bridge,3275,1513,1762,clear-day,79,0,40.7081639691088,-73.9995087014816,Memorial Day,"(40.7081639691088, -73.9995087014816)"
06/16/2019 02:00:00 PM,Brooklyn Bridge,2027,935,1092,cloudy,77,0.002,40.7081639691088,-73.9995087014816,Father's Day,"(40.7081639691088, -73.9995087014816)"
01/27/2019 02:00:00 PM,Brooklyn Bridge,1952,880,1072,partly-cloudy-day,47,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/05/2019 01:00:00 PM,Brooklyn Bridge,1310,593,717,clear-day,59,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/10/2019 12:00:00 AM,Brooklyn Bridge,3,0,3,clear-night,61,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/20/2019 08:00:00 PM,Brooklyn Bridge,8,4,4,clear-night,43,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/12/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
